menjadi berahi,menjadi berahi
menjadi ghaira,menjadi ghaira
anggur,anggur
penimbangtaraa,penimbangtaraa
nikmati,nikmati
nikmatilah,nikmatilah
sengit,sengit
mengimpikan,mengimpikan
bergelimangan,bergelimangan
meregup,meregup
makan dengan g,makan dengan g
mengisi penuh-,mengisi penuh-
segah,segah
jelak,jelak
pernyataan pem,pernyataan pem
memuaskan hati,memuaskan hati
menjadi tuan r,menjadi tuan r
hos,hos
open,open
menggemukkan,menggemukkan
mencicipi,merasai
sampel,sampel
mencobakan,mencobakan
mengenyam,mengenyam
dapat membantu,dapat membantu
dapat menolong,dapat menolong
menggeramus,menggeramus
lampang,lampang
hadam,hadam
menghadamkan,menghadamkan
mengepam,mengepam
pendakwaan,pendakwaan
mengendus,menghidu
beraneka jenis,beraneka jenis
pelbagai,pelbagai
pelbagai jenis,pelbagai jenis
menarik sesuat,menarik sesuat
menarik sst,menarik sst
mengheret,mengheret
menyeret,mengheret
bermacam-macam,bermacam-macam
serbaneka,serbaneka
menginjeksi,menginjeksi
pembicaraan,pembicaraan
homogen,homogen
homogenus,homogenus
sejenis,sejenis
padu,padu
berpesiar,berpesiar
memamah,memamah
heteroseksual,heteroseksual
talak,talak
homoseksual,homoseksual
kuarantin,kuarantin
menceguk,menceguk
kesepian,kesepian
keterasingan,keterasingan
segregasi,pengasingan
lesbian,lesbian
menuangkan,menuangkan
pengintegrasia,pengintegrasia
perpaduan,perpaduan
persepaduan,persepaduan
penyepaduan,penyepaduan
memberi makana,memberi makana
memberikan ten,memberikan ten
membayong,membayong
mencangklong,mencangklong
biseksual,biseksual
dwijantina,dwijantina
sumbang saran,sumbang saran
berhierarki,berhierarki
keselarasan,keselarasan
kesesuaian,kesesuaian
patuhi,patuhi
pengakuran,pengakuran
memberi air,memberi air
keformalan,keformalan
dawai,dawai
garis lurus,garis lurus
garisan,garisan
tali,tali
talian,talian
setinggi,setinggi
tingginya,tingginya
kolaborasi,kolaborasi
sungguh tinggi,sungguh tinggi
bersentuhan,bersentuhan
deria sentuh,deria sentuh
menyentuh pera,menyentuh pera
pemulihan hubu,pemulihan hubu
rekonsiliasi,perdamaian
kebaktian,kebaktian
kesetiaan,kesetiaan
komitmen,komitmen
penglibatan,penglibatan
pembaktian,pembaktian
menggesel,menggesel
berhubungan ba,berkaitan ba
yang lebih tin,yang lebih tin
yg lebih tingg,yg lebih tingg
penuh dedikasi,penuh dedikasi
obsesi,obsesi
bantuan kerjas,bantuan kerjas
bimbingan,bimbingan
mencabuli,mencabuli
merandungkan,merandungkan
menghulurkan t,menghulurkan t
cari bantuan,cari bantuan
hampir selesai,hampir selesai
canggih,canggih
service,service
susunan tempat,susunan tempat
menangani,menangani
mengendalikan,mengendalikan
penyediaan tem,penyediaan tem
dukungan,sokongan
penggalakan,penggalakan
menyentuh deng,menyentuh deng
lanjutan,lanjutan
penghargaan,penghargaan
ketenteraman h,ketenteraman h
senangkan hati,senangkan hati
sokongan moral,sokongan moral
memanipulasi,memanipulasi
memperalat,memperalat
larikan,larikan
semakin mening,semakin mening
lirih,lirih
sokong-menyoko,sokong-menyoko
cekam,cekam
cengkau,cengkau
cerkau,cerkau
menerkap,menerkap
merenggutkan,merenggutkan
meleset,meleset
kejuaraan,kejohanan
pendukung,penyokong
usaha memperju,usaha memperju
meruncing,meruncing
tenor,tenor
ares,ares
mencekal,menyekat
pemberkasan,pemberkasan
penandatangana,penandatangana
nada rendah,nada rendah
mulai menyala,mula menyala
suara bas,suara bas
memegang erat-,memegang erat-
memegang kuat,memegang kuat
sara hidup,sara hidup
berpaut,berpaut
terkelepai,terkelepai
berpegangan,berpegangan
pemegang,pemegang
mimik,mimik
menolongi,menolongi
menongkat,menongkat
guna tenaga,guna tenaga
mengisi kekoso,mengisi kekoso
penggajian,penggajian
tempahan,tempahan
mencegah tengg,mencegah tengg
kekaguman,kekaguman
kesedaran,kesedaran
melanggungkan,melanggungkan
tanah tinggi,tanah tinggi
bergunung-gana,bergunung-gana
bergunung-gunu,bergunung-gunu
mendongkrak,menaikkan
peneguhan,peneguhan
pengukuhan,pengukuhan
dataran rendah,dataran rendah
di tempat lawa,di tempat lawa
memburuk-buruk,memburuk-buruk
merendah-renda,merendah-renda
Tingkah laku,Tingkah laku
akhlak,akhlak
ragam,ragam
peri laku,peri laku
sikap dalam pe,sikap dalam pe
sikap dlm perg,sikap dlm perg
perangsangan,perangsangan
provokasi,provokasi
lurus hati,lurus hati
sadu,sadu
intimidasi,intimidasi
dipintal,dipintal
liliti,liliti
lilitkan,lilitkan
membelitkan,membelitkan
menguntir,menguntir
pilin,pilin
yang memperday,yang memperday
yang melibatka,yang melibatka
yg melibatkan ,yg melibatkan
memegang erat,memegang erat
menjeramah,menjeramah
bersikap kasar,bersikap kasar
perbuatan kura,perbuatan kura
memutar-mutar,memutar-mutar
mengelabui mat,mengelabui mat
mengaturkan ja,mengaturkan ja
dioperasikan,dikendalikan
mengawas,mengawas
kebiadapan,kebiadapan
mengeluarkan k,mengeluarkan k
sikap kesombon,sikap kesombon
hinaan,hinaan
memompa,mengepam
berbuat bodoh,berbuat bodoh
cercaan,cercaan
pembohong,pembohong
membelai-belai,membelai-belai
mencumbu,mencumbu
mengelus,mengelus
elus,elus
mengelus-elus,mengelus-elus
yang terhormat,yang terhormat
muazam,muazam
sani,sani
yg terhormat,yg terhormat
perbuatan baik,perbuatan baik
yang memalukan,yang memalukan
yang menjatuhk,yang menjatuhk
yg memalukan,yg memalukan
yg menjatuhkan,yg menjatuhkan
kemaafan,kemaafan
pemaafan,pemaafan
memalukan,memalukan
membobos,membobos
menyusupi,menyusupi
tembusi,tembusi
berpenetrasi,berpenetrasi
melantasi,melantasi
melirik,melirik
melubangi,melubangi
mencoblos,mencoblos
menoblos,menoblos
kata-kata sopa,kata-kata sopa
budi bahasa,budi bahasa
budi pekerti,budi pekerti
ketertiban,ketertiban
berpeluang,berpeluang
penghormatan,penghormatan
perkumpulan,perkumpulan
mencucukkan,mencucukkan
menyiku,menyiku
memacak,memacak
perjumpaan,perjumpaan
camuk,camuk
dicucuk,dicucuk
suduk,suduk
tersengsam,tersengsam
tikam,tikam
mencamuk,mencamuk
merujah,merujah
pisau penikam,pisau penikam
sesi,sesi
sidang,sidang
horizontal,mendatar
melintang,melintang
lawat,lawat
memecal,memecal
mengadun,mengadun
menguli,menguli
meramas,meramas
memijat,mengurut
memijati,mengurut
memijit,memijit
papak,papak
pipih,pipih
lawatan pemeri,lawatan pemeri
dikunjungi,dikunjungi
kunjungi,kunjungi
kunjungilah,kunjungilah
penziarahan,penziarahan
perkunjungan,perkunjungan
singgahlah,singgahlah
tegak lurus,tegak lurus
vertikal,menegak
serenjang,serenjang
melumur,melumur
melumasi,melumasi
jumlah hadirin,jumlah hadirin
doyong,doyong
ketiadaan,ketiadaan
ketidakhadiran,ketidakhadiran
amalan ketidak,amalan ketidak
kebumi,kebumi
kebumikan,kebumikan
memakamkan,memakamkan
menanam mayat,menanam mayat
menjenazahkan,menjenazahkan
serong,serong
revenge,revenge
tindakan balas,tindakan balas
menanduk,menanduk
menyondol,menyondol
garis tegak,garis tegak
tercacak,tercacak
conggok,conggok
langgarkan,langgarkan
melanggari,melanggari
mendampak,mendampak
menghantukkan,menghantukkan
merempuh masuk,merempuh masuk
terhantuk,terhantuk
kesumat,kesumat
dendam antara ,dendam antara
dendam keluarg,dendam keluarg
perseteruan ke,perseteruan ke
pendemokrasian,pendemokrasian
sentralisasi,pemusatan
berbaring,berbaring
terbaring,terbaring
amalgamasi,amalgamasi
pembabitan,pembabitan
tatang,tatang
membahu,membahu
menyigung,menyigung
tertelungkup,tertelungkup
berdampak,memberi kesan
menampel,menampel
berdiri,berdiri
melayap,melayap
membicarakan s,membicarakan s
mencecah,mencecah
menyentuh sedi,menyentuh sedi
menyentuh seki,menyentuh seki
menggiring,menggiring
bergenang,bergenang
bertakung,bertakung
memacu kuda,memacu kuda
135,135
kertik,kertik
ketis,ketis
klik,klik
menghempaskan,menghempaskan
membantingkan,membantingkan
mengertangkan,mengertangkan
menutup sst dg,menutup sst dg
mogok makan,mogok makan
padang pasir,padang pasir
mencatuk-catuk,mencatuk-catuk
memaruh,memaruh
mogok kerja,mogok kerja
pemogokan,mogok
memberus,memberus
menggahar,menggahar
mengelap,mengelap
menyapu habuk,menyapu habuk
mengebuti,mengebuti
bersikap bermu,bersikap bermu
sabotaj,sabotaj
sabotase,sabotaj
genosid,genosid
pembunuhan kau,pembunuhan kau
genosida,pembunuhan beramai-ramai
mengewapi,mengewapi
lemparan dadu,lemparan dadu
kerlap,kerlap
mempoles,mempoles
mengerlap,mengerlap
menyinar,menyinar
memoles,menggilap
memolesi,memolesi
mencorongkan,mencorongkan
menyemir,mewarnakan
licin dan berk,licin dan berk
mengilapkan,mengilapkan
mengkilapkan,memutihkan
dempak,dempak
berhaba,berhaba
pesam,pësam
berlayap-layap,berlayap-layap
berlayapan,berlayapan
cerang,cerang
tempat yg koso,tempat yg koso
mengubit,mengubit
teleskop radio,teleskop radio
kata-kata yang,kata-kata yang
kata-kata yg b,kata-kata yg b
kedunguan,kedunguan
perbuatan yg t,perbuatan yg t
perkara bodoh,perkara bodoh
berapi,berapi
menjadi panas,menjadi panas
amnesti,pengampunan
menyerut,menyerut
mengganyah,mengganyah
menggesek,menggesek
mengusal,mengusal
mengusapi,mengusapi
bergesek,bergesek
bergesel,bergesel
mengecu,mengecu
laku musnah,laku musnah
vandalisme,vandalisme
perbuatan mero,perbuatan mero
perusakan,pemusnahan
pemindaan,pemindaan
pembajaan tana,pembajaan tana
bunuh bayi,bunuh bayi
pembunuhan bay,pembunuhan bay
tropika,tropika
memicit-micit,memicit-micit
mencalarkan,mencalarkan
menceker,menceker
menggaris,menggaris
menggeret,menggeret
menggores,mencalarkan
menggurat,menggurat
bergaruk-garuk,bergaruk-garuk
mengakas,mengakas
menggarukkan,menggarukkan
menggarut,menggarut
menggeragas,menggeragas
menyental,menyental
penggeseran,penggeseran
Artik,Artik
mengurapi,mengurapi
berfros,berfros
sejuk dan sega,sejuk dan sega
turun dari kud,turun dari kud
berluluk,berluluk
penyinaran,penyinaran
sinaran,sinaran
emisi,pembebasan
jem,jem
ais,ais
membahagi,membahagi
mengeping,mengeping
merincis,merincis
membuntungkan,membuntungkan
mengamputasi,mengamputasi
mengudungkan,mengudungkan
karaoke,karaoke
ukirkan,ukirkan
menatah,menatah
mengukir,mengukir
kepemimpinan,kepemimpinan
pucuk pimpinan,pucuk pimpinan
mengepala,mengepala
pimpin,pimpin
sensual,sensual
keutamaan,keutamaan
cincang,dicincang
mencantas,mencantas
mencencang hal,mencencang hal
meracik,meracik
solo,solo
tunggal,tunggal
bilangan pendu,bilangan pendu
merentas,merentas
tetak,tetak
dingin sekali,sejuk sekali
human,human
insani,insani
kemanusiaan,kemanusiaan
manusia biasa,manusia biasa
manusiawi,berperikemanusiaan
tubuh manusia,tubuh manusia
pemanggilan pu,pemanggilan pu
perihal mengin,perihal mengin
sompek,sompek
menghabiskan s,menghabiskan s
keadaan sso yg,keadaan sso yg
terkopek,terkopek
melocot,melocot
mengaut lemak,mengaut lemak
diambil dari p,diambil dari p
ilham,ilham
stimulasi,rangsangan
pengikut human,pengikut human
perikemanusiaa,perikemanusiaa
pembasmian hut,pembasmian hut
menghabiskan h,menghabiskan h
membuang kulit,membuang kulit
terkupas,terkupas
melapah,melapah
membeset,membeset
menyayat hati,menyayat hati
sikap kejam,sikap kejam
pembelokan,pembelokan
sifat kebinata,sifat kebinata
penerimaan ang,penerimaan ang
pengambilan ah,pengambilan ah
perekrutan,pengambilan
rujukan,rujukan
membuang selap,membuang selap
membuang sisik,membuang sisik
menyisik,menyisik
bersifat lucu,bersifat lucu
humor,humor
sangat lucu,sangat lucu
komik,komik
amat lucu,amat lucu
amat melucukan,amat melucukan
suka berkelaka,suka berkelaka
menurap,menurap
mengasfalt,mengasfalt
versi,versi
memberi menteg,memberi menteg
melapik dgn,melapik dgn
menampal kerta,menampal kerta
cerdas dan pan,bijak dan pan
memvarnis,memvarnis
menyampang,menyampang
menyapu dgn va,menyapu dgn va
bulur,bulur
gatal gusi,gatal gusi
mengglis,mengglis
menggelas,menggelas
Atlanta,Atlanta
Pertempuran Au,Pertempuran Au
kering tekak,kering tekak
gabas,gabas
tergopoh-gopoh,tergopoh-gopoh
Bataan,Bataan
Pertempuran Br,Pertempuran Br
satu-satu,satu-satu
dapat dicam,dapat dicam
dapat dikenal,dapat dikenal
subjektif,subjektif
imanen,imanen
menyunat,menyunat
membawa ke air,membawa ke air
membuang malu,membuang malu
menghapus malu,memadam malu
mengkhitan,mengkhitan
mengkhitankan,mengkhitankan
sayat kulit,sayat kulit
berlubang-luba,berlubang-luba
Perang Sino-Je,Perang Sino-Je
Pertempuran La,Pertempuran La
mengumai,mengumai
paling penting,paling penting
beralur,beralur
menguber,menguber
melalah,melalah
melelah,melelah
Drogheda,Drogheda
mengedutkan,mengedutkan
merenyukkan,merenyukkan
kelebek,kelebek
menilap,menilap
masyhur,masyhur
bercantum,bercantum
meronyokkan,meronyokkan
menggerenyet,menggerenyet
kronologi peri,kronologi peri
meringsing,meringsing
melekukkan,melekukkan
mengemikkan,mengemikkan
melekuk,melekuk
memenyokkan,memenyokkan
strategik,strategik
sepele,remeh
bekuk,bekuk
bengkokkan,bengkokkan
bengot,bengot
berseluk,berseluk
cengkol,cengkol
geleding,geleding
gisar,gisar
kokot,kokot
leding,leding
lengkok,lengkok
melengkungkan,melengkungkan
melentukkan,melentukkan
melenturkan,melenturkan
mengelokkan,mengelokkan
menggeliang,menggeliang
menyerongkan,menyerongkan
pesong,pesong
melekokkan,melekokkan
melontai,melontai
menjerungkung,menjerungkung
bengkol,bengkol
lendut,lendut
lengkungkan,lengkungkan
melengkok,melengkok
impresif,impresif
Jena,Jena
menyendok,menyendok
gua besar,gua besar
terhuyung-haya,terhuyung-haya
bersalut,bersalut
membaluti,membaluti
membalutkan,membalutkan
membolot,membolot
menyarung,menyarung
menyelongsongi,menyelongsongi
berbulang,berbulang
termegah,termegah
Pertempuran Le,Pertempuran Le
bungkusan,bungkusan
menyilaukan ma,menyilaukan ma
keharmonian,keharmonian
kerukunan,kerukunan
dramatik,dramatik
spektakuler,menakjubkan
meleraikan,meleraikan
membuka ikatan,membuka ikatan
mengungkai,mengungkai
cantik dan men,cantik dan men
indah sekali,indah sekali
menjalin,menjalin
menyepit,menyepit
merantai,merantai
mencancang,mencancang
maraton,marathon
Pertempuran Ma,Pertempuran Ma
dapat dilihat,dapat dilihat
Pertempuran Mi,Pertempuran Mi
mengikat kaki,mengikat kaki
memasung,memasung
merantaikan,merantaikan
Pertempuran Na,Pertempuran Na
mengirim teleg,menghantar teleg
mengadakan pen,mengadakan pen
diikat,diikat
memakukan,memakukan
mengancing,mengancing
pasangkan,pasangkan
Laut Filipina,Laut Filipina
bertembung,bertembung
menyekutui,menyekutui
mendompleng,mendompleng
mudah alih,mudah alih
Poitiers,Poitiers
Pertempuran Po,Pertempuran Po
Ravenna,Ravenna
berkembar,berkembar
memasangkan,memasangkan
menggandingkan,menggandingkan
menjadikan sep,menjadikan sep
penggandingan,penggandingan
menggandengkan,menggandengkan
tidak sudi,tidak sudi
Pertempuran Ai,Pertempuran Ai
yang akan data,yang akan data
yg akan datang,yg akan datang
Pertempuran So,Pertempuran So
menuju ke luar,menuju ke luar
belayar keluar,belayar keluar
menjembatani,merapatkan
berengsel,berengsel
menggelang bat,menggelang bat
menoreh batang,menoreh batang
menyarungkan c,menyarungkan c
pita,pita
Pertempuran Th,Pertempuran Th
Thermopilai,Thermopilai
membuka cangku,membuka cangku
Pertempuran Ve,Pertempuran Ve
Verdun,Verdun
Pertempuran Wa,Pertempuran Wa
bersimpul,bersimpul
buat ikatan,buat ikatan
tegas dan seri,tegas dan siri
mengambil sso ,mengambil sso
membatas,membatas
Pertempuran Za,Pertempuran Za
Perang Revolus,Perang Revolus
Perang Enam Ha,Perang Enam Ha
kurang maju,kurang maju
Perang Yom Kip,Perang Yom Kip
kelilingi,kelilingi
mengedari,mengedari
mudah berjangk,mudah berjangk
penyakit berja,penyakit berja
memerban,memerban
Perang Krimea,Perang Crimean
mengokohkan,mengukuhkan
informatif,bermaklumat
Perang Peranci,Perang Peranci
bersauh,bersauh
penasihat,penasihat
perunding,perunding
Revolusi Peran,Revolusi Peranan
menambatkan,menambat
Perang Korea,Perang Korea
Revolusi Meksi,Revolusi Meksi
agnostik,agnostik
Peperangan era,Peperangan era
perang napoleo,perang napoleo
Revolusi Oktob,Revolusi Oktob
memarut,memarut
menyagat,menyagat
Perang Rusia-J,Perang Rusia-J
tergeser,tergeser
bergores,bergores
garu,garu
geret,geret
kerik,kerik
mencakar-cakar,mencakar-cakar
menggeragau,menggeragau
menyurihkan,menyurihkan
Perang Vietnam,Perang Vietnam
Vietnam,Vietnam
bersikap terbu,bersikap terbu
menajak,menajak
mencebak,mencebak
berlekuk,berlekuk
Perang Suksesi,Perang Suksesi
Perang Mawar,Perang Mawar
diputarbalikka,diputarbalikka
mencongkel,mencongkel
mencukil,mencungkil
Perang Tahun 1,Perang Tahun 1
Perang Dunia P,Perang Dunia P
Perang Dunia I,Perang Dunia I
menggali parit,menggali parit
mengaut,mengaut
padat penduduk,padat penduduk
ramai penduduk,ramai penduduk
tak berpendudu,tak berpendudu
tak berpenghun,tak berpenghun
tidak didiami,tidak didiami
tidak diduduki,tidak diduduki
penggali,penggali
menyungkur,menyungkur
sapu,sapu
bersemburan,bersemburan
memuncrat,memuncrat
memuncratkan,memancutkan
karier,kerjaya
pengangkut,pengangkut
diwarisi,diwarisi
turun-temurun,turun-temurun
perosak,perosak
semua yang mer,semua yang mer
kebakaan,kebakaan
teragak-agak,teragak-agak
menggagau,menggagau
menggerapai,menggerapai
berselancar,melayari
poikiloterm,poikiloterm
cari-mencari,cari-mencari
kongenital,kongenital
binatang peros,binatang peros
mencari di sel,mencari di sel
mengejar-ngeja,mengejar-ngeja
mengudak,mengudak
tercedera,tercedera
hewan domestik,haiwan domestik
mencari-cari,mencari-cari
binatang pelih,binatang pelih
binatang kesay,binatang kesay
masih berdarah,masih berdarah
memotong di,memotong di
memotong rumpu,memotong rumpu
menuai di,menuai di
potong rumput,potong rumput
terselamat,terselamat
tidak berdosa,tidak berdosa
tidak bersalah,tidak bersalah
polos,polos
pungut hasil,pungut hasil
memanen,menuai
menunasi,menunasi
baligh,baligh
mengetil,mengetil
belum berpenga,belum berpenga
membuang ekor,membuang ekor
anak anjing,anak anjing
anak binatang ,anak binatang
anjing kecil,anjing kecil
delinkuen,delinkuen
mamalia karniv,mamalia karniv
zabah,zabah
mendabih,mendabih
beruang muda,beruang muda
anak harimau,anak harimau
memberikan ilh,memberikan ilh
memberikan ins,memberikan ins
menginspirasi,memberi inspirasi
anak kucing,anak kucing
induk,induk
induk betina,induk betina
kuda baik,kuda baik
anjing trah,anjing trah
gergasi,gergasi
raksasa,raksasa
hewan besar,haiwan besar
mengorbankan,mengorbankan
menyebabkan ma,menyebabkan ma
menghabisi nya,menghabisi nya
didaktik,didaktik
orang masih hi,orang masih hi
mutan,mutan
hewan mutasi,haiwan mutasi
binatang pemak,binatang pemak
karnivora,karnivor
herbivor,herbivor
herbivora,herbivora
hewan pemakan ,haiwan pemakan
bersifat mener,bersifat mener
keterangan,keterangan
sbg keterangan,sbg keterangan
genus,genus
sumbu,paksi
gombak,gombak
jambak,jambak
rumpun,rumpun
balung,balung
permatang,permatang
puncak,puncak
berkorban,berkorban
terintegrasi,bersepadu
mikroorganisma,mikroorganisma
mikroorganisme,mikroorganisme
memecahkan kep,menyelesaikan kep
anaerob,anaerob
melikuidasi,membubarkan
hibrid,hibrid
bastar,bastar
hibrida,hibrid
kacukan,kacukan
memunahkan,memunahkan
manunggal,manunggal
mencantelkan,mencantelkan
virus,virus
ada pada,ada pada
menakluk,menakluk
mengilhakkan,mengilhakkan
dipadu,dipadu
terpadu,bersepadu
tampal,tampal
membuat keduta,membuat keduta
menyemat,menyemat
merekat,merekat
intelektual,intelektual
selimuti,selimuti
tutupi,tutupi
menekap,menekap
menekapi,menekapi
meratai,meratai
rasional,rasional
sofistikated,sofistikated
inteligen,inteligen
terang akal,terang akal
tajam otak,tajam otak
tajam pikiran,tajam fikiran
cepat-cepat,cepat-cepat
memapani,memapani
memapan,memapan
hiv,HIV
menyimbah,menyimbah
bergemercak,bergemercak
bergemericik,bergemericik
menciprat,melimpah
menjeprat,menjeprat
disengajakan,disengajakan
dgn kemahuan s,dgn kemahuan s
sukarela,sukarela
telah diperhit,telah diperhit
terhitung,terhitung
sengaja dibuat,sengaja dibuat
sengaja dilaku,sengaja dilaku
bertujuan baik,bertujuan baik
virus herpes,virus herpes
herpes simplek,herpes simplek
virus herpes s,virus herpes s
kelelap,kelelap
herpes zoster,kayap
virus herpes z,virus herpes z
virus varicell,virus varicell
virus varisela,virus varisela
dikunci,dikunci
menutup rapat-,menutup rapat-
menguncikan,menguncikan
terlekat,terlekat
Monera,Monera
kerajaan moner,kerajaan moner
memangga,memangga
bersikap apati,bersikap apati
mati rasa,mati rasa
penonton,penonton
mengesankan,mengesankan
bernilai berit,bernilai berit
memejamkan,memejamkan
tertutup,tertutup
mendedah,mendedah
membukakan,membukakan
bertalar,bertalar
kartu terbuka,kad terbuka
melebuhkan,melebuhkan
memekarkan,memekarkan
menguakkan,menguakkan
mengancingkan,mengancingkan
selot,selot
intrinsik,intrinsik
bakteria,bakteria
merentap,merentap
probiotik,probiotik
bakteri probio,bakteria probio
bakteri basilu,bakteria basilu
basilus,basilus
tarik hati,tarik hati
berpaling ke d,berpaling ke d
bersifat intro,bersifat intro
berupa kaji di,berupa kaji di
berkerut muka,berkerut muka
membedol,membedol
mengekstrak,mengeluarkan
membuka skru,membuka skru
genus bakteri,genus bakteria
menskru,menskru
disekrup,disekrup
memeterai,memeterai
menera,menera
merasmikan,merasmikan
spesies bakter,spesies bakter
membuka segel,membuka meterai
gunung berapi,gunung berapi
volkano,volkano
memutuskan hub,memutuskan hub
mencabutkan,mencabutkan
melengket,melengket
melengketkan,Melengketkan
tonik,tonik
menyelimuti,menyelimuti
mengemuli,mengemuli
menguntai,menguntai
kisut,kisut
manik-manik,manik-manik
mengatur mengi,menetapkan mengi
terpentang,terpentang
melepa,melepa
memplaster,memplaster
menyimen dgn p,menyimen dgn p
melepoh,melepoh
bergirang hati,bergirang hati
kemasyanghulan,kemasyanghulan
berduka hati,berduka hati
berdukacita,berdukacita
berhati pilu,berhati pilu
bersayu-sayu,bersayu-sayu
bersedih,bersedih
bersendu,bersendu
galaba,galaba
kemasyghulan,kemasyghulan
remuk hati,remuk hati
sedih hati,sedih hati
sedu hati,sedu hati
sungkawa,sungkawa
terista,terista
walang hati,walang hati
galabah,galabah
gobar hadi,gobar hadi
masgul,masgul
ripuh,ripuh
mengecat,mengecat
hiba,hiba
penuh rahmat,penuh rahmat
mendempul,Gala
kepedihan,kepedihan
melapiskan dgn,melapiskan dgn
mencangkuk,mencangkuk
mencangkukkan,mencangkukkan
menjala,menjala
membuka kancin,membuka kancin
memasang sst d,memasang sst d
menyimen,menyimen
dilapis dengan,dilapis dengan
begitu gembira,begitu gembira
begitu menggem,begitu menggem
sungguh mengge,sungguh mengge
mengokot,mengokot
membutangkan,membutangkan
Escherichia co,Escherichia co
escherichea co,escherichea co
jadi lurus,jadi lurus
luruskan,luruskan
mendirikan sem,mendirikan sem
banyak airnya,banyak airnya
banyak jusnya,banyak jusnya
salmonela,salmonela
salmonella,salmonella
menjadi rosak,menjadi rosak
menjadi usang,menjadi usang
telah putus,telah putus
merembat,merembat
tendang-menend,tendang-menend
vektor,vektor
bermaksud baik,bermaksud baik
sakhi,sakhi
menggalahkan,menggalahkan
menyemburkan,menyemburkan
bersembur-semb,bersembur-semb
mendecur,mendecur
menyemburi,menyemburi
semprotkan,menyembur
simpati,simpati
melimpahkan,melimpahkan
memerciki,memerciki
menconteng ara,menconteng ara
menyimbahkan,menyimbahkan
meletis,meletis
menyipratkan,menyipratkan
mencepuk,mencepuk
menumpahkan,menumpahkan
memercikan,memercikan
digelar,digelar
kenamaan,kenamaan
termasyhur,termasyhur
termasyur,termasyur
kondang,kondang
lembapkan,lembapkan
merenik-renik,merenik-renik
bercempera,bercempera
berciciran,berciciran
berlampar,berlampar
